flight_number,departure_airport,departure_time,arrival_airport,arrival_time
EK968,PVG,2024-08-05 03:16,ICN,2024-08-05 18:16
LH872,JFK,2024-07-30 15:04,LHR,2024-07-30 19:04
SQ554,FRA,2024-08-19 16:57,DXB,2024-08-20 01:57
JL169,ICN,2024-08-03 04:19,HKG,2024-08-03 10:19
LH464,NRT,2024-07-23 21:24,DXB,2024-07-24 02:24
LH705,DEL,2024-08-07 00:13,DXB,2024-08-07 05:13
SK529,AMS,2024-07-30 02:16,DEL,2024-07-30 13:16
SQ485,KIX,2024-08-13 16:45,CTS,2024-08-14 01:45
EK246,SIN,2024-08-04 17:06,KUL,2024-08-04 22:06
BA363,NRT,2024-08-09 15:17,ICN,2024-08-09 23:17
EK760,JFK,2024-08-14 04:25,LAX,2024-08-14 10:25
AF652,PEK,2024-07-25 19:34,LAX,2024-07-26 00:34
SK673,CPH,2024-07-24 23:59,SIN,2024-07-25 05:59
NH920,LHR,2024-07-23 12:08,DEL,2024-07-23 19:08
NH417,ICN,2024-08-14 22:59,DXB,2024-08-15 03:59
SK839,BKK,2024-07-24 10:41,PEK,2024-07-25 00:41
UA104,KUL,2024-07-27 00:03,SIN,2024-07-27 10:03
JL622,HKG,2024-07-23 12:12,CPH,2024-07-24 01:12
SK583,LHR,2024-07-31 21:46,SIN,2024-08-01 07:46
BA761,FRA,2024-08-16 20:01,SIN,2024-08-17 08:01
BA187,HKG,2024-08-05 03:34,CDG,2024-08-05 15:34
NH887,PVG,2024-07-27 06:51,DXB,2024-07-27 15:51
JL573,HKG,2024-08-18 19:32,LHR,2024-08-19 07:32
NH394,AMS,2024-07-26 08:22,LAX,2024-07-26 19:22
LH179,SIN,2024-08-13 21:08,KIX,2024-08-14 04:08
AF867,FRA,2024-08-17 13:50,HKG,2024-08-17 16:50
SK940,KUL,2024-07-20 01:58,CPH,2024-07-20 09:58
BA564,HKG,2024-08-19 06:57,KIX,2024-08-19 10:57
SK840,KIX,2024-07-24 06:46,HKG,2024-07-24 18:46
BA910,FRA,2024-08-17 13:49,LHR,2024-08-17 16:49
UA230,BKK,2024-07-30 18:48,HKG,2024-07-31 07:48
SQ552,ICN,2024-08-03 07:29,DXB,2024-08-03 17:29
SK206,ICN,2024-08-12 00:46,CPH,2024-08-12 12:46
UA541,SIN,2024-08-17 21:07,DEL,2024-08-18 04:07
EK762,CDG,2024-08-02 16:30,NRT,2024-08-03 06:30
CX303,BKK,2024-07-21 03:39,HKG,2024-07-21 13:39
JL128,CDG,2024-07-27 01:53,PEK,2024-07-27 05:53
CX200,PEK,2024-08-09 14:00,NRT,2024-08-10 02:00
SQ564,ICN,2024-07-20 05:15,CTS,2024-07-20 09:15
CX384,FRA,2024-08-03 23:25,NRT,2024-08-04 12:25
AF669,FRA,2024-07-27 15:04,NRT,2024-07-27 17:04
LH175,ICN,2024-08-16 18:17,BKK,2024-08-16 23:17
SQ567,NRT,2024-08-09 10:25,LHR,2024-08-09 20:25
LH806,PVG,2024-07-29 10:19,CPH,2024-07-29 19:19
NH717,HKG,2024-08-09 02:57,DEL,2024-08-09 14:57
LH693,DXB,2024-07-29 13:49,JFK,2024-07-29 17:49
JL502,AMS,2024-08-17 19:26,HND,2024-08-18 00:26
CX308,AMS,2024-08-06 01:14,KIX,2024-08-06 12:14
LH458,KIX,2024-07-21 14:08,LHR,2024-07-22 00:08
EK929,FRA,2024-07-26 22:47,KIX,2024-07-27 00:47
BA401,FRA,2024-07-27 09:41,AMS,2024-07-27 17:41
AF987,AMS,2024-07-21 11:38,LAX,2024-07-21 14:38
LH604,CDG,2024-08-16 20:43,HKG,2024-08-17 07:43
JL851,DXB,2024-08-04 09:39,CPH,2024-08-04 15:39
AF460,HND,2024-07-29 23:04,JFK,2024-07-30 09:04
BA148,LHR,2024-08-10 11:41,LAX,2024-08-10 14:41
UA169,DXB,2024-08-17 22:28,DEL,2024-08-18 08:28
AF737,PEK,2024-08-18 09:51,KIX,2024-08-18 20:51
EK130,LHR,2024-08-01 11:08,FRA,2024-08-01 22:08
AF582,LAX,2024-08-06 15:55,ICN,2024-08-07 03:55
LH245,PEK,2024-08-14 18:35,AMS,2024-08-15 09:35
UA923,FRA,2024-07-20 04:48,PEK,2024-07-20 13:48
AF129,KIX,2024-08-14 15:19,KUL,2024-08-14 23:19
JL520,JFK,2024-07-27 20:05,KUL,2024-07-28 10:05
CX977,SIN,2024-07-23 17:36,KUL,2024-07-24 03:36
EK574,KIX,2024-08-12 17:35,HKG,2024-08-12 20:35
UA944,BKK,2024-07-28 02:19,PVG,2024-07-28 11:19
LH878,FRA,2024-07-23 05:10,ICN,2024-07-23 18:10
SQ337,CPH,2024-07-30 05:54,NRT,2024-07-30 17:54
CX406,CDG,2024-07-24 14:09,PEK,2024-07-24 17:09
SQ379,NRT,2024-07-25 17:51,HND,2024-07-26 00:51
LH948,CDG,2024-08-11 08:00,FRA,2024-08-11 16:00
AF947,DEL,2024-08-07 00:13,CDG,2024-08-07 10:13
SQ645,CDG,2024-08-13 17:21,NRT,2024-08-13 21:21
NH115,HND,2024-07-29 19:15,PEK,2024-07-30 05:15
EK256,FRA,2024-08-10 15:44,DEL,2024-08-11 05:44
AF714,JFK,2024-07-29 15:16,BKK,2024-07-30 01:16
EK446,LHR,2024-08-01 20:38,ICN,2024-08-02 07:38
JL626,JFK,2024-08-08 02:03,PVG,2024-08-08 06:03
LH839,BKK,2024-07-27 04:50,JFK,2024-07-27 08:50
SQ902,CDG,2024-07-28 14:21,ICN,2024-07-28 21:21
SQ960,SIN,2024-08-07 10:37,DXB,2024-08-07 22:37
CX607,CDG,2024-08-13 02:49,ICN,2024-08-13 16:49
UA670,CDG,2024-08-11 07:27,NRT,2024-08-11 19:27
NH162,DXB,2024-08-07 06:33,DEL,2024-08-07 11:33
JL930,AMS,2024-07-21 12:11,ICN,2024-07-21 14:11
AF347,PVG,2024-08-09 14:58,DEL,2024-08-09 23:58
AF523,DEL,2024-08-10 09:27,PVG,2024-08-10 22:27
CX895,KUL,2024-08-14 07:23,PEK,2024-08-14 16:23
NH452,HND,2024-08-08 18:34,DXB,2024-08-09 01:34
SK325,CPH,2024-07-26 00:40,HKG,2024-07-26 11:40
LH563,ICN,2024-07-22 14:03,CTS,2024-07-23 00:03
LH226,AMS,2024-08-10 10:11,FRA,2024-08-10 22:11
EK887,CTS,2024-08-15 17:55,DEL,2024-08-16 06:55
NH707,AMS,2024-07-30 23:38,DEL,2024-07-31 10:38
EK538,HKG,2024-08-09 04:40,BKK,2024-08-09 14:40
UA325,KIX,2024-07-21 16:32,AMS,2024-07-22 01:32
LH808,JFK,2024-08-07 16:41,SIN,2024-08-07 22:41
NH900,NRT,2024-08-15 02:05,KUL,2024-08-15 17:05
BA725,ICN,2024-08-05 21:25,SIN,2024-08-06 05:25
SK293,NRT,2024-08-19 01:37,DXB,2024-08-19 16:37
SQ160,SIN,2024-08-05 02:44,HND,2024-08-05 12:44
EK186,HND,2024-08-04 08:10,DEL,2024-08-04 16:10
SK607,NRT,2024-08-09 10:40,HND,2024-08-09 22:40
JL117,KUL,2024-07-22 10:34,PEK,2024-07-22 18:34
SQ837,CDG,2024-08-12 16:23,LAX,2024-08-13 01:23
JL870,BKK,2024-07-24 23:07,CTS,2024-07-25 11:07
BA957,CPH,2024-08-12 13:34,HND,2024-08-13 03:34
SK221,NRT,2024-07-31 10:01,FRA,2024-07-31 17:01
JL162,DEL,2024-08-08 08:57,HKG,2024-08-08 21:57
LH576,HND,2024-08-17 06:17,NRT,2024-08-17 16:17
JL745,PVG,2024-08-14 10:20,FRA,2024-08-14 16:20
SK407,CPH,2024-08-11 01:43,PEK,2024-08-11 03:43
CX505,KIX,2024-07-30 23:10,CDG,2024-07-31 03:10
JL518,PEK,2024-07-24 21:47,HKG,2024-07-25 02:47
EK659,DEL,2024-08-01 13:54,KUL,2024-08-02 01:54
LH225,LHR,2024-08-01 08:17,JFK,2024-08-01 15:17
SQ829,JFK,2024-08-02 15:11,PVG,2024-08-03 04:11
UA808,SIN,2024-07-26 01:42,CDG,2024-07-26 06:42
UA383,LHR,2024-08-01 06:27,DEL,2024-08-01 15:27
UA668,AMS,2024-08-13 17:39,HND,2024-08-13 23:39
AF994,DEL,2024-08-16 18:43,AMS,2024-08-17 03:43
SQ210,JFK,2024-08-17 08:44,KIX,2024-08-17 10:44
BA843,AMS,2024-08-15 15:59,NRT,2024-08-15 17:59
SK198,AMS,2024-07-24 20:43,FRA,2024-07-24 22:43
SK778,JFK,2024-07-29 12:09,DEL,2024-07-29 17:09
SQ648,LAX,2024-07-29 21:33,CTS,2024-07-30 08:33
EK402,NRT,2024-07-25 06:23,HKG,2024-07-25 12:23
SK102,NRT,2024-08-05 11:06,KUL,2024-08-06 00:06
NH702,HKG,2024-07-22 16:54,LHR,2024-07-23 01:54
NH630,ICN,2024-08-18 16:00,LHR,2024-08-19 01:00
BA394,DXB,2024-08-07 15:21,CPH,2024-08-07 18:21
NH479,NRT,2024-07-31 14:17,KUL,2024-08-01 04:17
SQ296,PEK,2024-08-04 15:56,HKG,2024-08-05 06:56
SK657,CTS,2024-08-14 04:01,LHR,2024-08-14 18:01
AF860,LAX,2024-07-31 15:50,FRA,2024-08-01 00:50
LH711,ICN,2024-08-01 14:08,CTS,2024-08-01 16:08
EK991,JFK,2024-08-02 22:19,HND,2024-08-03 01:19
NH493,BKK,2024-08-05 09:57,CPH,2024-08-05 19:57
LH977,HKG,2024-07-22 03:09,PEK,2024-07-22 10:09
BA136,CPH,2024-08-11 12:20,BKK,2024-08-12 00:20
AF661,LHR,2024-08-15 14:40,CTS,2024-08-15 23:40
SK208,PVG,2024-08-04 06:37,KIX,2024-08-04 14:37
UA779,CDG,2024-08-07 14:39,CPH,2024-08-08 02:39
BA131,CDG,2024-08-14 12:42,HND,2024-08-14 19:42
UA106,HKG,2024-07-26 08:24,CTS,2024-07-26 14:24
LH242,JFK,2024-08-04 00:29,LHR,2024-08-04 12:29
CX756,AMS,2024-07-20 02:20,DEL,2024-07-20 13:20
LH317,FRA,2024-08-09 08:58,HKG,2024-08-09 12:58
BA643,KUL,2024-08-14 20:07,PVG,2024-08-15 08:07
EK938,PVG,2024-07-21 22:14,DXB,2024-07-22 07:14
AF910,DEL,2024-08-08 19:02,HKG,2024-08-09 04:02
EK974,JFK,2024-07-26 18:35,LAX,2024-07-27 04:35
SQ426,PEK,2024-08-10 02:53,FRA,2024-08-10 13:53
EK536,KIX,2024-08-16 12:46,CPH,2024-08-16 18:46
JL591,HND,2024-08-09 16:10,LAX,2024-08-09 20:10
BA424,CPH,2024-08-04 00:27,DXB,2024-08-04 03:27
BA342,DEL,2024-07-23 00:22,LAX,2024-07-23 13:22
EK824,AMS,2024-08-02 23:36,FRA,2024-08-03 07:36
BA459,CDG,2024-08-10 21:58,LHR,2024-08-11 09:58
SQ242,SIN,2024-08-02 04:27,LHR,2024-08-02 09:27
NH873,PEK,2024-08-18 19:13,CPH,2024-08-18 21:13
NH891,PVG,2024-08-14 08:49,DXB,2024-08-14 13:49
LH184,CPH,2024-08-14 11:39,DEL,2024-08-14 22:39
EK991,JFK,2024-07-28 14:06,PVG,2024-07-29 05:06
UA254,HKG,2024-08-04 22:21,LAX,2024-08-05 10:21
SK862,CTS,2024-08-15 03:57,CPH,2024-08-15 11:57
CX236,KUL,2024-08-04 04:24,KIX,2024-08-04 09:24
JL239,PEK,2024-07-22 13:12,HKG,2024-07-22 22:12
EK686,DEL,2024-08-14 05:05,KIX,2024-08-14 14:05
AF217,SIN,2024-08-16 04:40,LHR,2024-08-16 09:40
CX893,HKG,2024-07-21 22:57,CDG,2024-07-22 10:57
SK329,PVG,2024-07-21 04:02,CDG,2024-07-21 07:02
CX397,AMS,2024-08-13 06:18,HND,2024-08-13 13:18
AF754,PVG,2024-07-30 23:24,FRA,2024-07-31 06:24
UA940,SIN,2024-08-17 21:12,FRA,2024-08-18 02:12
AF666,FRA,2024-07-20 22:34,BKK,2024-07-21 13:34
SQ680,CTS,2024-08-04 20:28,DEL,2024-08-05 01:28
CX625,ICN,2024-08-11 14:03,LHR,2024-08-11 18:03
UA273,KIX,2024-08-02 20:43,JFK,2024-08-03 03:43
SK213,SIN,2024-08-10 07:44,CTS,2024-08-10 22:44
LH422,FRA,2024-08-03 11:34,LHR,2024-08-03 15:34
BA104,BKK,2024-08-01 05:04,CTS,2024-08-01 12:04
CX928,KIX,2024-08-13 17:32,FRA,2024-08-13 21:32
CX882,CDG,2024-07-21 17:04,AMS,2024-07-22 03:04
NH734,LHR,2024-08-01 06:44,DEL,2024-08-01 16:44
JL522,ICN,2024-08-18 19:57,DEL,2024-08-19 06:57
LH819,AMS,2024-07-21 15:42,PEK,2024-07-22 03:42
JL974,KIX,2024-08-19 12:35,PEK,2024-08-19 15:35
CX763,PEK,2024-07-31 10:03,NRT,2024-07-31 18:03
AF942,LAX,2024-08-08 05:20,CTS,2024-08-08 10:20
BA657,NRT,2024-08-13 03:16,AMS,2024-08-13 12:16
BA900,KUL,2024-07-29 21:54,SIN,2024-07-30 03:54
BA675,AMS,2024-07-29 13:43,PVG,2024-07-29 16:43
JL953,KUL,2024-08-09 22:01,CDG,2024-08-10 09:01
BA637,CPH,2024-08-19 04:37,DEL,2024-08-19 12:37
BA680,JFK,2024-08-07 05:25,CTS,2024-08-07 16:25
CX507,JFK,2024-08-03 05:37,SIN,2024-08-03 18:37
JL509,HND,2024-08-15 05:32,DEL,2024-08-15 13:32
SQ562,FRA,2024-08-14 01:24,KUL,2024-08-14 12:24
JL802,DXB,2024-07-24 16:52,HKG,2024-07-25 05:52
AF965,SIN,2024-08-07 04:15,CTS,2024-08-07 06:15
JL516,AMS,2024-07-25 22:24,KUL,2024-07-26 08:24
EK146,NRT,2024-08-11 14:59,JFK,2024-08-11 21:59
UA328,FRA,2024-07-26 11:10,CTS,2024-07-26 14:10
LH969,AMS,2024-07-28 07:16,HND,2024-07-28 19:16
UA717,DEL,2024-08-19 03:08,KUL,2024-08-19 17:08
CX657,PVG,2024-08-06 06:58,DEL,2024-08-06 21:58
BA119,LAX,2024-07-27 16:55,HKG,2024-07-27 19:55
AF697,CTS,2024-07-20 22:27,CDG,2024-07-21 08:27
LH412,CTS,2024-08-10 14:47,NRT,2024-08-10 19:47
BA444,KUL,2024-08-01 09:15,CPH,2024-08-01 17:15
LH994,SIN,2024-07-22 17:00,CTS,2024-07-22 23:00
UA585,LHR,2024-07-29 05:56,CDG,2024-07-29 13:56
NH753,KIX,2024-07-26 05:07,CPH,2024-07-26 20:07
NH993,DXB,2024-08-07 09:30,PEK,2024-08-08 00:30
SK608,PVG,2024-08-06 10:45,SIN,2024-08-06 18:45
EK948,CPH,2024-07-31 05:19,AMS,2024-07-31 07:19
EK680,KUL,2024-07-23 18:49,PVG,2024-07-24 00:49
SQ178,KIX,2024-07-25 22:37,CTS,2024-07-26 03:37
CX358,BKK,2024-08-08 06:09,LHR,2024-08-08 15:09
JL469,SIN,2024-07-29 12:37,JFK,2024-07-30 01:37
SQ563,KUL,2024-08-11 08:30,DXB,2024-08-11 15:30
LH126,CDG,2024-08-09 21:41,ICN,2024-08-10 07:41
SK300,KIX,2024-08-06 21:34,ICN,2024-08-07 08:34
UA956,LHR,2024-07-21 05:45,HKG,2024-07-21 16:45
CX164,LHR,2024-08-14 23:52,NRT,2024-08-15 11:52
SQ945,ICN,2024-08-17 20:38,LAX,2024-08-18 09:38
EK575,CTS,2024-08-09 00:12,CDG,2024-08-09 07:12
LH976,CDG,2024-08-01 15:49,CTS,2024-08-02 01:49
EK480,KIX,2024-07-30 15:34,JFK,2024-07-31 03:34
UA829,HKG,2024-08-02 15:58,DEL,2024-08-03 01:58
SQ553,ICN,2024-07-31 13:34,JFK,2024-07-31 20:34
BA294,CTS,2024-07-24 21:43,JFK,2024-07-24 23:43
UA251,CPH,2024-07-28 19:20,CTS,2024-07-29 05:20
BA764,LAX,2024-08-08 22:18,HND,2024-08-09 02:18
SQ583,LHR,2024-08-04 05:51,NRT,2024-08-04 10:51
EK734,ICN,2024-08-07 14:07,KUL,2024-08-07 16:07
EK578,FRA,2024-08-18 01:44,NRT,2024-08-18 16:44
SK818,DXB,2024-07-24 22:05,FRA,2024-07-25 02:05
BA322,LAX,2024-07-30 22:51,CPH,2024-07-31 08:51
LH926,HKG,2024-08-07 03:16,DEL,2024-08-07 14:16
CX210,BKK,2024-07-20 08:29,CPH,2024-07-20 15:29
AF224,CDG,2024-07-27 21:56,PEK,2024-07-28 08:56
UA252,NRT,2024-08-01 18:43,FRA,2024-08-02 07:43
AF920,DXB,2024-08-19 00:19,KIX,2024-08-19 03:19
SQ894,JFK,2024-07-29 23:02,PVG,2024-07-30 07:02
CX279,KIX,2024-07-21 11:22,PVG,2024-07-21 19:22
AF261,LHR,2024-08-04 11:05,CDG,2024-08-05 02:05
AF851,SIN,2024-08-06 00:51,LAX,2024-08-06 13:51
CX686,LAX,2024-07-23 23:46,CTS,2024-07-24 13:46
NH858,CDG,2024-08-05 23:27,PEK,2024-08-06 12:27
SK742,PEK,2024-07-22 02:35,HKG,2024-07-22 17:35
SK986,DXB,2024-08-13 09:18,JFK,2024-08-13 11:18
SQ572,PVG,2024-08-18 14:33,LAX,2024-08-19 02:33
JL659,FRA,2024-08-18 22:44,DEL,2024-08-19 05:44
NH826,HND,2024-08-06 14:59,LAX,2024-08-06 18:59
SK475,HND,2024-08-16 16:39,JFK,2024-08-16 23:39
JL123,NRT,2024-08-12 21:05,CDG,2024-08-13 03:05
UA391,JFK,2024-07-20 15:34,LHR,2024-07-21 04:34
BA155,NRT,2024-07-22 14:08,KIX,2024-07-22 17:08
JL279,HKG,2024-08-05 15:01,DEL,2024-08-05 23:01
JL402,CDG,2024-08-01 20:30,CPH,2024-08-02 00:30
CX541,HND,2024-07-23 22:16,CPH,2024-07-24 06:16
JL334,BKK,2024-07-25 00:11,HKG,2024-07-25 09:11
UA135,PVG,2024-08-18 12:25,SIN,2024-08-18 17:25
AF112,KUL,2024-07-24 15:40,CTS,2024-07-24 21:40
NH973,PVG,2024-08-02 09:30,DEL,2024-08-02 16:30
SQ519,ICN,2024-08-01 20:25,AMS,2024-08-02 11:25
JL957,HKG,2024-07-20 13:15,NRT,2024-07-21 04:15
SQ621,CTS,2024-08-10 16:55,KUL,2024-08-11 06:55
UA226,KIX,2024-07-28 20:57,PVG,2024-07-28 23:57
UA282,ICN,2024-07-21 10:52,LHR,2024-07-21 14:52
AF679,AMS,2024-07-20 03:47,CDG,2024-07-20 15:47
AF385,DEL,2024-08-01 16:26,HKG,2024-08-02 03:26
LH560,LHR,2024-08-16 08:29,PVG,2024-08-16 20:29
UA798,JFK,2024-08-13 22:00,DEL,2024-08-14 05:00
LH475,BKK,2024-08-02 14:36,PEK,2024-08-03 03:36
BA139,CPH,2024-07-25 10:25,HKG,2024-07-25 14:25
NH679,JFK,2024-07-25 08:17,CDG,2024-07-25 22:17
CX208,PVG,2024-08-08 06:45,BKK,2024-08-08 13:45
SQ203,CPH,2024-07-31 18:02,FRA,2024-08-01 02:02
UA216,KIX,2024-07-21 18:12,LAX,2024-07-22 08:12
BA504,KIX,2024-08-18 11:44,LHR,2024-08-18 19:44
UA955,HKG,2024-07-27 21:12,DEL,2024-07-28 01:12
SQ889,CPH,2024-07-28 04:41,DXB,2024-07-28 08:41
NH675,LAX,2024-08-19 06:32,HKG,2024-08-19 13:32
EK582,NRT,2024-07-31 02:46,CTS,2024-07-31 14:46
UA730,LAX,2024-07-22 11:28,HKG,2024-07-22 19:28
EK720,CTS,2024-07-25 21:33,PVG,2024-07-26 03:33
CX738,CPH,2024-08-03 23:36,DEL,2024-08-04 09:36
JL250,SIN,2024-08-06 17:37,AMS,2024-08-06 19:37
LH778,CDG,2024-08-05 10:09,PEK,2024-08-05 22:09
SQ295,LAX,2024-07-23 09:48,CDG,2024-07-23 20:48
CX300,NRT,2024-08-16 00:58,ICN,2024-08-16 07:58
JL776,LAX,2024-08-03 08:01,HKG,2024-08-03 18:01
SK355,CTS,2024-07-22 14:57,DXB,2024-07-23 03:57
LH221,PEK,2024-08-16 11:38,ICN,2024-08-16 22:38
SK872,KUL,2024-08-12 04:02,DEL,2024-08-12 17:02
NH436,PVG,2024-08-06 19:28,CDG,2024-08-07 08:28
NH242,AMS,2024-07-21 04:41,DXB,2024-07-21 13:41
BA607,DEL,2024-08-14 09:57,PVG,2024-08-14 13:57
BA702,JFK,2024-08-14 07:41,LAX,2024-08-14 09:41
SQ165,PEK,2024-07-23 13:02,KIX,2024-07-23 23:02
EK889,CPH,2024-08-15 09:20,KIX,2024-08-15 21:20
CX774,SIN,2024-08-06 22:12,PVG,2024-08-07 08:12
LH874,SIN,2024-08-16 02:21,PEK,2024-08-16 15:21
NH572,PEK,2024-08-11 19:57,DEL,2024-08-12 10:57
BA480,PVG,2024-08-05 14:48,CTS,2024-08-06 02:48
AF908,DEL,2024-07-25 23:18,HND,2024-07-26 06:18
CX614,NRT,2024-08-11 17:37,BKK,2024-08-12 07:37
JL413,AMS,2024-08-09 01:02,HND,2024-08-09 06:02
LH201,LHR,2024-07-29 16:12,CTS,2024-07-30 07:12
NH174,JFK,2024-07-28 06:40,FRA,2024-07-28 19:40
SQ684,JFK,2024-08-05 19:15,SIN,2024-08-06 10:15
UA779,CPH,2024-08-11 23:26,BKK,2024-08-12 01:26
LH298,HKG,2024-08-11 01:40,ICN,2024-08-11 14:40
EK288,PEK,2024-07-20 02:46,CDG,2024-07-20 04:46
NH781,PVG,2024-08-17 21:49,FRA,2024-08-18 01:49
SQ550,AMS,2024-08-17 20:54,KUL,2024-08-18 06:54
SQ233,JFK,2024-08-16 16:21,DEL,2024-08-17 00:21
NH188,PEK,2024-08-10 07:33,KUL,2024-08-10 20:33
NH612,HND,2024-07-22 23:07,JFK,2024-07-23 01:07
EK908,SIN,2024-08-11 22:07,PVG,2024-08-12 11:07
CX540,CTS,2024-08-10 21:09,HKG,2024-08-11 06:09
UA449,DEL,2024-08-06 04:21,KUL,2024-08-06 15:21
SQ720,SIN,2024-08-06 00:24,KUL,2024-08-06 12:24
EK147,LHR,2024-07-21 07:24,LAX,2024-07-21 11:24
AF703,HND,2024-08-03 04:53,LAX,2024-08-03 12:53
SQ264,PVG,2024-08-08 11:48,JFK,2024-08-09 01:48
EK349,HND,2024-07-23 09:27,DXB,2024-07-23 18:27
BA645,HKG,2024-08-07 16:17,CTS,2024-08-08 05:17
NH259,HKG,2024-08-17 13:56,LAX,2024-08-17 20:56
NH502,NRT,2024-08-16 22:36,LAX,2024-08-17 00:36
CX226,AMS,2024-08-17 12:44,LHR,2024-08-17 22:44
BA403,HKG,2024-08-12 13:27,FRA,2024-08-13 02:27
NH477,BKK,2024-07-30 23:34,AMS,2024-07-31 01:34
NH109,SIN,2024-08-03 07:37,CPH,2024-08-03 21:37
EK581,PEK,2024-08-09 03:57,DEL,2024-08-09 12:57
LH310,SIN,2024-08-04 08:57,BKK,2024-08-04 18:57
SQ216,HND,2024-07-23 15:52,LAX,2024-07-23 18:52
EK299,ICN,2024-07-24 22:55,KUL,2024-07-25 10:55
UA447,JFK,2024-08-06 21:31,KUL,2024-08-07 12:31
UA144,HND,2024-08-17 04:50,DEL,2024-08-17 14:50
CX401,KIX,2024-07-31 16:01,AMS,2024-07-31 22:01
SQ814,LHR,2024-08-09 20:24,KUL,2024-08-10 06:24
LH966,ICN,2024-07-30 08:18,CTS,2024-07-30 17:18
SK607,DEL,2024-08-07 18:10,PEK,2024-08-08 03:10
BA526,DXB,2024-07-28 17:56,PEK,2024-07-29 01:56
EK901,SIN,2024-07-29 20:23,DXB,2024-07-30 00:23
CX291,NRT,2024-08-07 07:18,DXB,2024-08-07 13:18
LH400,HND,2024-08-04 16:18,LHR,2024-08-05 06:18
JL212,KIX,2024-07-27 13:04,KUL,2024-07-28 01:04
LH453,CPH,2024-07-23 02:12,SIN,2024-07-23 04:12
BA861,ICN,2024-07-21 21:37,CTS,2024-07-22 12:37
BA571,KIX,2024-08-14 15:54,CDG,2024-08-15 06:54
UA173,HND,2024-07-20 11:33,BKK,2024-07-20 22:33
JL651,CTS,2024-08-09 17:06,DEL,2024-08-10 03:06
LH474,JFK,2024-08-19 13:26,SIN,2024-08-20 04:26
SK650,HKG,2024-07-26 00:32,CTS,2024-07-26 07:32
EK838,BKK,2024-08-19 12:21,HKG,2024-08-19 23:21
JL325,KUL,2024-08-15 12:53,PVG,2024-08-15 20:53
AF654,BKK,2024-07-26 04:01,CTS,2024-07-26 12:01
AF149,CDG,2024-07-27 08:24,ICN,2024-07-27 12:24
NH670,DXB,2024-07-23 07:51,LHR,2024-07-23 11:51
UA748,AMS,2024-08-04 17:17,FRA,2024-08-04 23:17
JL121,HND,2024-07-29 07:18,KIX,2024-07-29 10:18
EK603,SIN,2024-07-23 18:23,PVG,2024-07-23 20:23
LH933,CPH,2024-08-13 20:37,PEK,2024-08-14 06:37
CX508,DEL,2024-07-27 20:18,CTS,2024-07-28 00:18
CX319,CTS,2024-08-01 16:13,SIN,2024-08-01 21:13
EK164,NRT,2024-08-04 14:58,AMS,2024-08-05 03:58
SQ537,CDG,2024-08-18 09:07,DEL,2024-08-19 00:07
BA629,JFK,2024-08-19 08:12,ICN,2024-08-19 16:12
CX476,HND,2024-08-15 23:40,LHR,2024-08-16 12:40
UA223,HND,2024-08-01 12:27,KIX,2024-08-02 03:27
SQ884,FRA,2024-08-19 09:43,CPH,2024-08-19 19:43
JL687,DEL,2024-07-25 20:27,LAX,2024-07-26 03:27
BA471,HKG,2024-08-10 04:49,JFK,2024-08-10 18:49
UA613,LAX,2024-08-16 20:12,AMS,2024-08-16 23:12
SQ243,FRA,2024-07-29 05:35,PEK,2024-07-29 13:35
UA303,AMS,2024-08-13 22:50,DXB,2024-08-14 08:50
CX714,PEK,2024-07-27 06:55,DEL,2024-07-27 21:55
NH393,CPH,2024-07-25 16:46,HND,2024-07-26 04:46
CX106,CTS,2024-08-03 03:31,LHR,2024-08-03 17:31
SQ764,BKK,2024-08-11 14:52,KUL,2024-08-12 03:52
EK633,DXB,2024-08-19 20:18,LHR,2024-08-20 04:18
SK311,LHR,2024-07-24 23:50,SIN,2024-07-25 06:50
UA767,CDG,2024-07-24 23:33,LAX,2024-07-25 07:33
SQ218,FRA,2024-08-08 03:53,PEK,2024-08-08 11:53
JL523,HND,2024-08-07 02:50,CTS,2024-08-07 06:50
EK783,FRA,2024-08-17 13:04,CTS,2024-08-17 17:04
JL201,HND,2024-08-13 11:05,HKG,2024-08-13 23:05
BA134,PVG,2024-08-14 13:30,AMS,2024-08-14 22:30
LH891,LAX,2024-08-13 07:36,PVG,2024-08-13 20:36
LH600,HKG,2024-08-12 02:23,SIN,2024-08-12 16:23
NH606,NRT,2024-07-27 02:02,CPH,2024-07-27 08:02
UA653,ICN,2024-07-30 00:12,LAX,2024-07-30 09:12
LH468,FRA,2024-08-18 09:13,HND,2024-08-18 20:13
NH906,CDG,2024-08-11 15:39,DXB,2024-08-12 03:39
BA289,FRA,2024-08-15 03:21,CTS,2024-08-15 07:21
UA725,HND,2024-08-14 23:12,HKG,2024-08-15 02:12
JL442,ICN,2024-08-19 00:53,PEK,2024-08-19 07:53
BA839,JFK,2024-07-29 19:02,LAX,2024-07-30 05:02
UA766,LHR,2024-07-24 07:54,NRT,2024-07-24 10:54
LH470,SIN,2024-08-18 07:26,BKK,2024-08-18 13:26
JL583,DXB,2024-08-09 15:12,CTS,2024-08-09 22:12
EK357,CPH,2024-08-05 20:02,HKG,2024-08-06 08:02
UA385,SIN,2024-08-02 05:09,DEL,2024-08-02 14:09
SQ869,CTS,2024-07-26 15:04,DEL,2024-07-27 00:04
